Date,Team 1,Team 2,FT,HT
1994-08-13,Airdrie,Dunfermline,0-0,
1994-08-13,Ayr,Hamilton,1-1,
1994-08-13,Clydebank,Stranraer,2-0,
1994-08-13,Dundee,St Mirren,2-0,
1994-08-13,Raith Rvs,St Johnstone,1-1,
1994-08-20,Airdrie,St Johnstone,0-0,
1994-08-20,Ayr,St Mirren,1-1,
1994-08-20,Clydebank,Dunfermline,0-1,
1994-08-20,Dundee,Stranraer,3-1,
1994-08-20,Raith Rvs,Hamilton,1-1,
1994-08-28,Dunfermline,Raith Rvs,1-0,
1994-08-28,Hamilton,Airdrie,2-6,
1994-08-28,St Johnstone,Dundee,0-1,
1994-08-28,St Mirren,Clydebank,2-1,
1994-08-28,Stranraer,Ayr,2-1,
1994-09-03,Ayr,St Johnstone,3-4,
1994-09-03,Dundee,Airdrie,1-1,
1994-09-03,Hamilton,Stranraer,1-0,
1994-09-03,Raith Rvs,Clydebank,1-1,
1994-09-03,St Mirren,Dunfermline,1-1,
1994-09-10,Airdrie,Ayr,0-0,
1994-09-10,Clydebank,Dundee,5-2,
1994-09-10,Dunfermline,Hamilton,4-0,
1994-09-10,St Johnstone,St Mirren,1-1,
1994-09-10,Stranraer,Raith Rvs,0-0,
1994-09-24,Airdrie,Clydebank,2-0,
1994-09-24,Ayr,Dundee,3-2,
1994-09-24,Dunfermline,Stranraer,1-0,
1994-09-24,St Johnstone,Hamilton,1-1,
1994-09-24,St Mirren,Raith Rvs,1-2,
1994-10-01,Clydebank,St Johnstone,0-0,
1994-10-01,Dundee,Dunfermline,4-4,
1994-10-01,Hamilton,St Mirren,2-2,
1994-10-01,Raith Rvs,Ayr,3-0,
1994-10-01,Stranraer,Airdrie,0-1,
1994-10-08,Airdrie,Raith Rvs,0-0,
1994-10-08,Clydebank,Ayr,3-0,
1994-10-08,Dundee,Hamilton,2-0,
1994-10-08,Dunfermline,St Johnstone,3-0,
1994-10-08,Stranraer,St Mirren,1-1,
1994-10-15,Ayr,Dunfermline,0-0,
1994-10-15,Hamilton,Clydebank,0-0,
1994-10-15,Raith Rvs,Dundee,1-1,
1994-10-15,St Johnstone,Stranraer,3-0,
1994-10-15,St Mirren,Airdrie,0-1,
1994-10-22,Dunfermline,Airdrie,2-2,
1994-10-22,Hamilton,Ayr,2-0,
1994-10-22,St Johnstone,Raith Rvs,3-1,
1994-10-22,St Mirren,Dundee,1-2,
1994-10-22,Stranraer,Clydebank,0-1,
1994-10-29,Airdrie,Hamilton,1-0,
1994-10-29,Ayr,Stranraer,2-1,
1994-10-29,Clydebank,St Mirren,1-1,
1994-10-29,Dundee,St Johnstone,1-0,
1994-10-29,Raith Rvs,Dunfermline,2-5,
1994-11-05,Dunfermline,Clydebank,4-1,
1994-11-05,Hamilton,Raith Rvs,0-3,
1994-11-05,St Mirren,Ayr,1-0,
1994-11-12,Ayr,Airdrie,0-3,
1994-11-12,Dundee,Clydebank,2-0,
1994-11-12,Hamilton,Dunfermline,3-1,
1994-11-12,Raith Rvs,Stranraer,4-2,
1994-11-12,St Mirren,St Johnstone,2-2,
1994-11-19,Airdrie,Dundee,2-1,
1994-11-19,Clydebank,Raith Rvs,0-3,
1994-11-19,Dunfermline,St Mirren,1-0,
